sample_id,A1_cm2,A2_cm2,A3_cm2,A4_cm2,A5_cm2,A6_cm2,A7_cm2,A8_cm2,A9_cm2,A10_cm2,E_GPa,P2_kN,P4_kN,density_kg_m3,mass_kg,max_disp_mm,v_node2_mm,v_node4_mm,max_abs_stress_MPa,stress1_MPa,stress2_MPa,stress3_MPa,stress4_MPa,stress5_MPa,stress6_MPa,stress7_MPa,stress8_MPa,stress9_MPa,stress10_MPa,split
227,134.296,126.988,123.237,71.9309,190.743,149.3,105.949,146.111,174.022,39.472,194.009,488.403,379.761,3272.92,4354.13,20.6318,-19.8183,-8.14291,72.5342,72.5342,9.54488,-70.6664,-51.0483,6.21279,8.1184,51.0515,-47.0111,29.8406,-43.4267,train
228,121.549,194.969,32.9962,207.839,90.2088,132.494,156.93,190.595,192.467,23.1733,98.7692,243.371,463.417,6700.06,9658.44,37.4982,-35.0335,-15.6092,133.233,62.0254,0.554012,-133.233,-11.1899,30.8143,0.815247,17.6853,-37.882,17.0887,-6.59193,train
229,213.619,171.227,7.2372,220.01,108.142,62.1128,150.934,197.26,9.57437,4.56389,187.641,468.04,289.964,3591.33,4251.9,78.4104,-76.7157,-13.3199,480.833,68.5329,8.32293,-317.925,-14.7961,61.9952,22.9439,-22.2955,-71.4028,480.833,-441.6,train
230,152.578,47.2191,59.1655,151.079,121.576,169.283,54.6592,108.212,27.4934,166.68,155.08,240.975,216.544,4538.26,5003.97,18.7159,-18.2534,-8.1481,64.7246,36.4748,33.7384,-64.7246,-5.40548,19.2375,9.41082,36.7325,-41.2386,42.0075,-13.5168,test
231,78.029,137.022,100.801,152.846,179.057,8.78129,116.426,9.34781,127.453,208.458,197.628,590.791,490.978,7411.18,8873.91,37.7246,-36.7258,-18.1454,161.646,89.4075,8.49485,-155.328,-31.0372,-20.5268,132.553,118.423,-161.646,52.6383,-7.89667,train
232,154.934,130.587,216.706,27.2037,57.3571,145.856,9.76635,18.9901,137.58,26.6475,99.4076,206.668,511.857,6182.07,5684.33,81.8838,-81.5229,-71.3553,377.088,42.9075,2.92421,-21.5536,-61.9334,50.4963,2.61809,377.088,-341.162,17.3186,-20.266,train
233,213.19,59.8216,64.1086,121.478,186.028,175.111,87.2164,95.3029,148.753,61.7474,112.197,422.53,502.642,7668.67,9645.67,40.2518,-38.4502,-18.9551,120.039,46.9384,17.6947,-120.039,-26.0687,14.0555,6.04491,56.2698,-85.7923,30.1069,-24.2437,train
234,55.086,214.904,205.607,177.802,165.991,196.891,64.5569,152.112,190.014,147.925,121.813,407.142,228.033,6794.03,11186.2,30.8349,-29.7421,-13.916,127.465,127.465,7.58293,-36.3464,-13.7334,3.06213,8.27666,74.5181,-27.4278,18.1737,-15.5795,train
235,146.312,219.829,25.7266,69.9995,157.243,58.7692,192.628,144.977,147.108,160.857,166.387,267.421,302.659,6603.46,9605.89,23.4822,-21.5729,-8.78195,144.485,50.1129,4.43292,-144.485,-24.2819,18.8127,16.5816,7.65671,-45.4366,16.3401,-8.56744,train
236,189.362,66.1324,106.746,50.8182,110.197,32.8442,127.549,110.275,78.7855,203.254,167.638,497.757,595.081,4291.15,5066.82,28.6596,-27.4228,-11.96,97.9009,55.0955,33.1701,-97.9009,-54.7825,24.2428,66.7885,60.6818,-69.963,49.9724,-15.2629,train
237,79.2293,98.559,218.158,60.6236,142.77,58.998,31.3901,217.808,50.0094,183.149,199.497,255.184,281.893,5880.22,7207.65,14.4319,-14.3333,-6.94231,81.3662,81.3662,14.6498,-18.4631,-18.2762,19.5193,24.4732,66.4995,-25.2883,31.3322,-11.1491,train
238,220.526,136.257,28.1477,118.199,134.066,178.94,208.043,206.313,200.497,8.71614,195.724,369.279,318.837,7557.1,11733.5,20.7583,-19.0167,-7.23813,148.36,45.7576,1.26144,-148.36,-29.7879,21.4599,0.960545,3.28469,-43.856,24.8349,-27.8879,train
239,146.055,134.195,158.411,205.593,106.406,42.4897,95.6356,150.167,10.638,22.5904,92.6536,483.3,422.525,7227.57,7849.76,76.8321,-76.5522,-18.1385,243.698,65.8661,22.3544,-57.472,-8.91644,27.7608,70.6018,63.1602,-45.0827,243.698,-187.798,train
240,101.33,174.459,150.16,98.822,19.146,22.0858,159.074,220.482,104.145,186.347,84.23,353.709,577.947,3264.53,4518.21,39.1917,-37.9806,-17.7168,70.4627,70.4627,4.72773,-61.6059,-27.4462,46.5162,37.3451,50.7962,-23.1097,36.8309,-6.2595,train
241,126.662,167.104,3.945,211.989,225.457,161.895,153.423,97.288,122.588,0.757538,173.797,303.876,309.081,6055.46,7896.19,48.4225,-44.2149,-17.4267,360.991,85.1323,0.100701,-360.991,-14.2552,20.9454,0.103941,-14.8835,-112.573,34.8621,-31.4146,train
242,142.887,73.0468,87.7669,219.639,214.278,154.571,206.975,52.8972,97.6154,89.1351,141.979,482.692,332.048,7133.8,9940.02,30.9136,-29.7416,-12.4147,117.636,52.3264,26.1375,-117.636,-13.2839,-1.24998,12.352,37.5638,-70.8433,42.27,-30.2922,train
243,141.778,162.962,115.388,134.555,3.2995,159.128,4.05161,211.224,219.005,200.632,190.445,309.62,491.075,4611.72,6810.45,21.2578,-20.0199,-19.5232,232.071,74.5235,-22.1381,-31.4898,-49.8225,232.071,-22.6715,187.564,-50.0115,43.2898,25.4298,train
244,109.524,118.169,158.967,72.3382,77.0278,218.147,120.155,190.381,94.3154,47.6528,88.7885,239.247,457.422,6185.68,7885.35,28.0524,-27.3384,-12.7068,52.2948,52.2948,6.06432,-37.8953,-23.167,21.5403,3.28502,42.7439,-24.774,25.1287,-21.2673,test
245,157.849,172.137,74.3161,159.974,139.271,208.293,63.9865,144.638,67.3867,131.313,79.6797,557.284,464.389,5367.71,7302.88,64.2613,-62.4263,-28.9746,116.41,80.5282,17.0857,-116.41,-16.4511,32.3591,14.12,68.0357,-69.797,55.2316,-31.6747,test
246,97.0833,201.405,112.321,109.043,128.963,177.703,3.59058,102.43,20.5963,18.7563,143.052,310.688,223.573,4641.45,4380.42,37.7781,-37.6642,-15.9778,117.618,84.1591,6.92091,-30.1452,-15.7091,25.981,7.84403,109.908,-69.9105,117.618,-105.1,train
247,194.691,28.0228,112.696,29.8272,195.676,98.7624,33.4302,96.5447,223.91,185.437,167.44,380.918,490.154,4444.64,5780.86,25.8015,-24.7407,-14.056,101.181,52.0214,51.7811,-55.024,-79.0596,20.2416,14.6923,101.181,-92.5614,14.8939,-11.0662,test
248,213.781,208.816,24.7408,59.3203,123.294,16.0686,184.613,92.1093,10.597,66.6811,140.566,490.272,216.085,3698.45,3877.82,63.6756,-61.1744,-17.2829,247.122,50.3085,16.5096,-247.122,-24.5322,35.6631,214.547,9.27885,-89.8541,194.21,-73.116,test
249,222.517,163.307,163.599,123.042,200.896,193.609,189.274,32.5393,129.916,31.3812,70.053,228.193,292.738,4731.72,6960.65,28.4777,-27.6066,-13.2828,45.153,14.924,3.34322,-39.4398,-14.1086,-3.4697,2.81996,31.1603,-45.153,18.897,-24.6045,train
250,73.0494,162.159,140.192,104.689,162.109,18.1193,175.164,29.1493,211.98,58.0262,200.274,209.394,585.608,7021.97,8546.88,15.0656,-14.6301,-7.75267,62.9685,46.432,2.34201,-62.3867,-16.3739,-2.5679,20.9599,53.7072,-62.9685,11.436,-9.25595,train
251,96.5818,112.298,33.3836,198.433,69.5095,96.5303,2.4872,202.567,182.733,164.241,193.584,465.502,376.614,6372.57,8084.62,29.8458,-28.8202,-14.6545,143.824,133.875,5.4179,-143.824,-20.3928,60.8294,6.3029,83.2103,-57.7704,31.3176,-5.23888,test
252,108.721,191.913,95.8214,128.682,35.7202,166.235,208.873,85.8225,114.78,100.044,171.848,246.998,443.126,5862.12,7759.93,16.0227,-15.3452,-7.28015,74.1079,43.5987,4.46744,-74.1079,-12.5319,18.4063,5.15751,31.356,-37.4075,19.8693,-12.1196,test
253,156.304,153.932,90.2635,44.5791,10.359,6.16974,137.031,100.226,54.9685,3.67316,181.713,438.389,377.334,5191.24,4177.58,32.5152,-31.1614,-8.87757,121.075,54.448,2.04291,-93.2221,-91.2853,5.51701,50.9696,41.5981,-58.2266,104.697,-121.075,train
254,35.8279,19.5007,50.3924,166.901,153.203,189.235,7.44667,83.6834,195.06,153.499,166.513,311.403,324.741,3974.31,4494.94,45.7859,-43.5939,-24.1263,238.106,238.106,24.5223,-80.5415,-15.7928,18.1522,2.52703,179.4,-91.5416,19.1102,-4.40577,train
255,131.557,210.792,222.118,214.095,163.116,163.573,90.9572,79.281,175.842,110.862,207.201,293.764,229.406,6266.08,10035.4,10.0087,-9.88415,-5.31323,46.8087,39.2134,4.90219,-26.7796,-8.89467,1.94239,6.3173,46.8087,-39.6206,15.3154,-13.1818,train
256,195.851,18.318,194.142,32.354,46.0196,201.614,213.907,156.619,105.664,9.71621,68.3836,442.614,294.079,6821.78,8579.98,58.0627,-53.9807,-12.692,116.919,40.1729,35.1204,-43.0165,-116.919,-7.41085,3.19092,25.9506,-31.0779,50.6294,-93.6388,train
257,39.536,177.747,48.8551,156.059,208.73,21.3149,161.15,134.8,31.1519,24.2765,141.187,297.257,219.387,7817.49,8214.61,40.4923,-39.54,-11.3789,129.458,129.458,6.07968,-122.676,-12.1231,1.2157,50.6991,26.5095,-22.5107,85.8882,-62.9525,train
258,83.5745,43.3553,164.097,136.434,123.247,133.712,177.151,45.1469,84.8107,129.978,207.309,599.345,476.44,4706.79,5606.05,24.9563,-24.4554,-9.95498,97.8293,97.8293,62.6791,-88.7811,-24.0116,-8.87163,20.3233,68.4571,-68.3688,54.6268,-29.5672,train
259,96.8584,81.5991,31.2579,97.3328,44.9648,152.809,23.5142,99.6472,213.381,155.476,148.691,566.72,390.181,3448.86,3786.38,55.0005,-52.1811,-26.8242,234.853,140.023,12.4084,-234.853,-47.8224,72.0675,6.62598,100.669,-112.05,30.8496,-9.20984,train
260,75.9811,57.3755,215.185,93.4781,80.8266,20.3203,136.907,71.2646,211.771,44.4794,77.9828,502.301,531.573,6255.58,6863.88,58.2811,-57.0437,-24.5601,105.387,105.387,15.2734,-57.5196,-44.36,-14.3798,43.1253,75.9682,-59.2244,27.6918,-27.8624,train
261,27.3562,131.632,221.352,158.666,107.546,224.161,200.473,222.01,19.6193,130.232,123.675,550.877,568.592,5493.04,8438.94,51.6269,-49.546,-16.522,220.88,220.88,34.3515,-73.0502,-6.22068,-4.21519,20.1719,75.207,-3.39959,71.1463,-49.1025,train
262,183.538,117.09,25.9371,52.3466,35.6743,197.96,129.595,222.948,185.743,166.051,172.873,406.35,222.424,7383.92,10861.2,27.6048,-24.5069,-10.4065,182.257,52.7821,8.7951,-182.257,-57.9538,72.611,5.20214,7.24278,-35.6746,23.0979,-8.77066,train
263,198.876,203.756,88.9128,107.918,89.8324,20.5812,163.768,200.273,135.679,121.55,83.4938,382.877,397.009,4430.44,6435.25,36.7781,-34.9467,-14.2585,77.4254,43.1038,4.37143,-77.4254,-27.225,20.098,43.2775,26.3843,-33.4961,30.6242,-10.3632,train
264,210.966,15.0218,134.316,83.8052,129.091,136.392,106.287,88.6864,59.5111,29.2938,151.425,377.507,462.478,3668.9,3726.94,26.7581,-26.1449,-10.6267,67.4848,37.1288,62.2601,-60.4328,-33.8858,9.43551,6.85713,57.7732,-64.7074,67.4848,-45.1513,train
265,30.5909,185.187,131.484,211.625,201.293,120.165,34.8443,9.01127,167.503,220.189,115.818,404.983,465.626,4208.8,5736.78,78.0851,-77.7204,-52.5963,290.477,183.028,10.1549,-85.2329,-10.2506,-3.08075,15.6497,290.477,-243.12,18.315,-12.0783,train
266,130.968,132.362,103.14,15.747,0.8371,115.077,185.468,63.4768,26.116,153.094,151.732,535.293,470.508,2914.62,2941.33,37.6578,-34.9751,-15.7524,133.868,53.548,28.7457,-133.321,-98.3102,133.868,33.0635,64.0345,-36.987,83.8311,-35.1474,train
267,31.5386,185.438,196.501,138.174,192.862,144.879,145.454,149.154,1.02153,60.317,144.077,590.497,547.785,6603.93,8410.46,59.2328,-59.0086,-17.254,235.643,235.643,31.1649,-80.2079,-0.910688,7.26447,39.8895,95.827,-14.4772,174.204,-135.5,test
268,16.9577,21.8967,79.8368,136.852,181.183,222.554,83.9481,171.68,32.3194,163.368,105.005,213.712,551.298,3262.61,3870.98,66.8288,-61.925,-24.911,246.314,246.314,55.2934,-97.0404,-6.76916,6.14537,5.44021,94.5124,-16.8029,40.5358,-10.4809,train
269,155.444,102.578,208.347,53.7373,139.727,151.996,116.91,6.04939,144.932,69.7933,131.41,350.373,246.084,3484.43,4108.2,23.9676,-23.3039,-12.4861,83.1032,24.827,14.9005,-43.7387,-36.7578,-11.5925,10.056,67.8511,-83.1032,19.2741,-30.9711,train
270,108.048,212.481,82.7901,118.921,89.6649,173.912,123.563,30.1087,173.232,17.2603,112.525,493.829,307.983,4043.92,4705.53,49.1178,-47.2675,-21.1356,128.884,66.8631,3.39704,-128.884,-35.4562,-21.5288,4.15042,65.6045,-107.379,34.4222,-59.141,test
271,218.025,173.81,80.7169,202.192,131.777,12.0496,26.4032,49.1884,161.796,202.038,109.668,481.051,543.884,3765.37,4958.04,58.7693,-57.8792,-38.9627,196.599,53.4275,4.00873,-101.86,-20.3458,20.6731,57.824,182.719,-196.599,35.9571,-4.87711,train
272,153.947,177.627,33.347,71.5046,168.669,184.152,178.194,55.9685,4.99561,111.308,105.712,567.56,235.591,4163.67,4891.87,78.0468,-74.2652,-28.2136,272.188,66.9457,29.8322,-272.188,-5.26652,25.2203,28.7753,26.9919,-117.003,106.607,-67.326,train
273,105.376,78.3948,205.973,79.7055,90.8883,173.21,16.9836,113.182,29.1863,203.387,65.0629,563.724,509.647,4395.74,5010.42,100.8,-100.434,-58.766,189.852,133.721,48.8933,-38.4381,-22.6366,73.1609,22.129,189.852,-105.63,87.4251,-26.6519,train
274,25.0822,152.815,169.802,177.906,140.084,153.506,144.615,152.001,135.247,139.273,166.79,436.892,429.122,3233.86,4810.82,33.19,-31.527,-12.1415,212.792,212.792,13.6852,-71.0279,-12.8023,-9.34606,13.6237,75.2189,-9.00976,23.8159,-21.2356,train
275,76.7001,136.553,166.363,51.8347,164.68,49.6961,99.5133,113.857,117.353,221.981,88.3573,512.07,308.596,5478.99,7151.61,50.2366,-48.9616,-20.5229,110.326,110.326,19.033,-60.0253,-48.6483,4.97742,52.2984,69.1422,-41.503,30.3884,-16.5581,train
276,68.8788,204.754,40.3688,12.7069,222.508,123.389,14.0406,86.4669,127.181,155.729,157.032,475.921,524.831,5569.62,6187,57.4341,-55.3035,-28.7948,190.217,190.217,16.6016,-159.133,-107.026,31.3821,27.549,167.683,-136.45,15.1225,-30.8693,test
277,216.41,62.9713,155.218,155.534,38.344,141.602,126.976,29.3303,205.721,25.3491,78.4024,418.733,439.776,2761.57,3327.96,48.862,-47.7172,-24.5137,106.342,29.5404,11.9624,-68.0781,-22.0791,-32.04,5.31977,71.0535,-106.342,23.6071,-42.0255,test
278,77.3733,10.2725,148.588,128.833,116.307,155.617,117.087,131.64,215.138,77.0562,73.0506,397.162,489.712,3342.12,4284.47,54.8158,-51.9611,-23.027,100.161,100.161,48.509,-60.9888,-26.9597,2.62122,3.20216,61.4857,-40.5889,22.8318,-9.1455,train
279,82.42,218.723,84.8445,33.9001,24.2035,185.823,47.6884,58.488,131.705,32.5573,161.437,499.033,496.76,7243.11,6705.04,46.2043,-44.4104,-23.4835,148.401,120.651,6.18616,-117.798,-107.294,54.3912,7.28144,148.401,-119.779,39.056,-58.7736,train
280,190.333,33.388,213.259,109.648,195.764,158.836,161.329,125.603,110.865,197.25,136.29,498.269,268.946,3493.69,5567.44,21.2638,-20.7243,-8.05761,60.0371,43.6167,60.0371,-43.7771,-27.1612,1.74096,12.6201,38.16,-37.3697,37.9902,-14.3717,train
281,19.2436,84.3751,62.2186,63.0105,217.673,199.889,8.67207,115.515,68.801,172.184,112.311,302.308,514.725,4494.9,4779.44,112.015,-104.792,-54.2735,487.826,487.826,19.6047,-77.6129,-21.7253,22.9496,8.27534,294.499,-77.9175,28.1384,-13.5862,test
282,31.9181,143.409,129.637,24.8843,208.791,114.649,185.668,212.707,17.5421,32.1769,139.875,565.951,273.041,6580.13,7743.65,60.694,-59.5711,-14.0303,206.757,206.757,26.1664,-101.126,-76.6354,-4.63269,32.7302,56.7471,-6.2481,153.741,-164.926,test
283,27.1261,170.618,20.8626,47.2055,5.74906,1.68832,34.521,171.865,73.9335,51.1853,178.567,577.339,430.48,7113,4826.51,96.1447,-91.7109,-37.6971,453.951,453.951,1.38621,-446.305,-117.293,174.571,140.088,144.928,-53.8193,105.91,-6.53467,train
284,60.217,103.01,8.31655,191.177,5.10775,24.5367,189.45,143.801,213.981,93.993,77.3876,582.688,448.86,6223.62,7393.56,214.891,-192.272,-92.0019,770.017,258.488,-21.6796,-770.017,-42.1605,328.596,-91.0153,4.30717,-95.7735,53.2696,33.6008,train
285,123.572,57.4512,179.466,42.1755,9.4919,120.977,5.97091,101.77,6.47229,98.3593,160.907,217.823,494.539,7314.36,5576.38,47.7385,-47.6619,-39.7416,477.53,63.6715,17.7734,-20.1267,-27.4359,477.53,8.44048,339.603,-79.0661,252.835,-14.6815,train
286,167.802,196.681,60.4264,67.2474,151.978,212.875,111.44,85.242,11.5353,26.1109,125.343,441.852,590.349,7448.89,8094.51,62.1037,-60.8051,-19.8377,177.985,59.589,15.0841,-151.588,-21.5884,27.1674,13.9366,60.1699,-92.5857,177.985,-160.685,train
287,98.645,15.6795,95.6948,62.8193,81.9552,104.302,171.388,179.262,128.542,202.085,112.087,583.59,266.773,2898.49,3770.35,45.7039,-43.5527,-14.1795,111.258,102.929,111.258,-104.728,-65.1302,2.75909,16.7251,34.5416,-34.0616,45.0137,-12.2079,train
288,150.626,216.003,222.933,135.732,117.048,82.8486,89.5435,214.221,74.6078,103.601,161.216,287.551,415.395,6816.01,10014.5,14.1459,-13.9774,-6.81489,46.9583,46.0194,5.68436,-26.2356,-12.1392,20.5773,14.8203,46.9583,-26.7777,31.2321,-16.7607,train
289,207.806,77.8047,209.783,51.4003,113.198,108.103,164.624,11.177,88.4634,98.1888,173.128,236.202,437.835,3761.12,4404.47,14.38,-13.9939,-7.77461,69.1572,13.9966,15.898,-40.7841,-21.8886,-5.11063,11.4422,53.2081,-69.1572,17.986,-17.8156,train
290,180.497,1.63844,169.618,84.3583,39.9942,104.744,24.076,189.5,38.937,49.0943,193.604,545.039,295.924,7252.75,6680.91,37.6279,-32.8476,-10.4099,329.364,68.3334,329.364,-41.13,-58.213,49.3289,5.15202,89.6377,-51.3716,178.361,-15.5451,train
291,180.235,120.787,2.26253,9.43297,175.412,116.717,98.805,153.602,145.362,178.396,174.267,237.515,437.224,4101.75,5324.66,41.0071,-35.5888,-13.58,306.922,59.9397,13.3125,-306.922,-81.3296,43.6741,13.7767,-24.0566,-77.5976,7.46383,-12.747,train
292,136.569,53.6129,118.836,177.103,220.894,62.09,23.3001,58.748,63.7001,219.745,152.509,311.753,351.461,7423.32,8729.15,27.7816,-27.601,-17.4413,123.753,56.4603,27.2556,-43.3912,-9.35204,13.2958,23.5345,123.753,-110.571,36.7711,-9.40421,train
293,18.4477,154.287,139.892,201.079,13.0495,104.388,77.485,41.6793,141.558,139.648,146.133,355.139,247.782,3346,3663.4,41.2917,-39.4519,-15.7635,238.025,238.025,13.9324,-62.4841,-6.97142,-43.0819,20.5923,94.7178,-28.4885,14.0045,-21.7688,train
294,193.056,102.86,92.8932,73.2905,37.6493,35.9711,164.761,18.0303,66.9109,55.0781,197.467,381.712,325.313,3692.77,3264.37,22.9961,-22.1539,-9.39519,103.45,26.3897,15.9368,-103.45,-29.7154,-23.9124,45.5715,49.721,-100.207,46.0307,-42.0904,train
295,196.31,153.5,102.881,188.46,131.378,46.4251,4.26415,165.696,165.269,98.6944,156.626,561.571,322.982,5061.48,6630.45,26.5184,-26.0947,-14.5775,96.1463,72.1887,7.77511,-57.4026,-23.4652,31.4618,25.7076,96.1463,-73.0224,37.8413,-17.1016,train
296,151.11,42.2703,196.86,83.5747,4.70065,195.822,62.6761,110.409,112.231,116.789,135.681,259.023,536.45,7799.13,8864.49,21.2053,-20.6707,-16.3864,117.243,39.4692,-5.50329,-36.4269,-33.7765,117.243,-1.18794,103.359,-43.2168,35.5707,2.8169,test
297,100.879,84.2631,60.0463,16.1208,199.717,1.36155,196.471,101.924,20.9889,146.491,141.606,352.176,519.377,7705.13,7899.73,64.8476,-61.7149,-12.8737,523.634,76.3829,8.46107,-134.124,-174.235,6.884,523.634,32.6208,-58.0492,189.255,-6.88284,test
298,18.2965,32.6249,73.4956,200.199,23.6842,42.6616,124.978,42.0632,58.8635,134.04,186.494,333.396,435.351,6090.13,5011.94,39.1475,-38.3128,-13.9761,240.879,240.879,48.9642,-135.357,-8.67392,-28.0033,37.4448,74.844,-36.0847,41.7202,-16.8542,train
299,70.7425,131.109,193.976,133.058,172.841,55.5032,55.0045,90.202,47.8137,4.99822,178.54,444.158,438.98,4049.2,3840.58,36.2764,-36.0704,-13.7895,126.098,126.073,3.39921,-45.3449,-30.0313,2.78434,8.02957,111.951,-70.1942,118.189,-126.098,train
300,185.287,106.576,86.3351,121.783,185.599,152.669,142.433,189.734,86.8269,97.9945,127.253,222.648,206.322,5403.09,7753.66,14.1442,-13.5956,-5.39873,43.9669,26.698,9.09206,-43.9669,-10.3256,7.88155,6.34701,15.5825,-20.2762,20.4816,-13.9841,train
301,148.687,98.1338,172.053,159.167,125.548,113.06,77.2196,64.7766,118.334,219.091,127.585,488.663,444.234,3453.6,4720.07,31.9837,-31.5199,-17.9512,95.8283,60.4163,22.3583,-58.8138,-16.9163,11.1829,19.4066,95.8283,-89.4356,32.1785,-14.1628,train
302,3.38622,104.194,25.3808,39.9591,4.65807,7.05091,146.894,127.313,157.901,61.3761,83.0808,551.906,379.206,6506.45,5250.56,394.241,-387.406,-88.6845,1417.48,1417.48,33.2382,-612.64,-51.4485,-595.735,491.174,96.5656,7.98833,18.4127,-79.7987,test
303,141.605,4.39861,4.28511,179.345,147.509,112.13,83.7663,74.759,19.7812,197.432,140.844,207.452,551.761,5663.24,5803.23,74.7297,-69.3581,-26.7131,420.643,70.1858,150.625,-420.643,-7.87299,43.7408,5.90867,-4.59241,-148.766,100.946,-4.74579,train
304,78.8943,41.579,43.1394,169.141,206.35,172.76,222.161,73.4508,142.153,177.837,129.752,422.141,319.187,7695.18,11134.9,44.0694,-41.6512,-16.7419,188.035,98.1614,35.3638,-188.035,-16.2646,3.74098,8.51118,24.7646,-67.8309,27.3686,-11.693,test
305,134.605,42.7875,224.665,37.4313,115.222,198.432,126.389,17.2355,78.5601,63.1796,160.499,285.412,556.978,4434.8,4690.66,22.2923,-21.752,-11.8975,91.4004,29.4791,31.3786,-45.2411,-40.3808,-3.45053,6.7661,81.7942,-91.4004,27.2097,-30.053,train
306,120.72,25.6224,142.369,141.29,10.2128,5.56877,72.1613,45.8421,15.5314,105.949,206.364,590.287,557.233,7437.48,5335.01,51.716,-51.4498,-17.0962,438.702,82.2348,95.3476,-93.7958,-24.4874,55.2892,438.702,146.018,-124.154,315.035,-32.6097,train
307,11.7811,161.574,78.3482,147.887,27.1591,25.1131,104.631,118.049,207.398,184.126,141.509,516.095,213.672,7499.58,9055.31,72.4604,-71.5617,-22.778,446.146,446.146,15.2291,-157.802,-18.2595,-95.923,97.9814,97.3509,-1.13998,18.4132,-18.8992,train
308,196.111,91.4179,11.9312,104.493,124.519,45.0671,215.227,199.123,55.4223,85.2571,61.5613,510.997,472.56,6038.71,7501.19,134.806,-124.284,-45.2091,321.163,82.7269,21.196,-321.163,-30.3588,63.7769,42.9959,-8.39822,-78.9316,80.9469,-32.1418,train
309,12.0571,61.1268,206.551,196.927,136.521,212.035,200.141,154.041,217.413,83.564,157.145,444.111,497.242,6026.82,9653.77,41.2464,-37.8482,-12.9139,272.948,272.948,24.6981,-72.6446,-14.8857,-29.8967,7.12012,74.644,10.5592,19.0679,-25.55,test
310,129.165,221.923,82.4828,154.629,153.362,37.466,175.292,72.45,18.987,41.8365,102.545,304.872,510.318,4869.38,5411.66,46.0564,-45.0697,-16.0595,98.3702,47.5012,8.18456,-98.3702,-7.96989,12.0915,48.4797,40.8644,-60.2531,91.7913,-61.3983,test
311,92.139,210.345,71.5622,38.1097,199.671,22.382,134.257,202.879,100.708,52.6858,167.306,587.718,334.544,6734.47,8177.36,38.8807,-36.6867,-11.4876,133.195,124.217,9.38895,-133.195,-102.395,8.34274,88.2369,38.4956,-38.8133,54.7982,-53.0116,train
312,190.85,72.6377,68.8185,223.173,177.002,158.142,23.6698,202.734,141.359,189.359,101.629,212.571,356.91,3101.43,4760.17,20.6017,-20.1388,-11.3426,42.4287,37.2564,7.58538,-41.2075,-7.05608,19.2651,3.48411,42.4287,-34.7717,15.7542,-4.11499,train
313,112.763,132.068,20.2558,54.3162,125.443,114.551,65.4336,67.4951,197.105,164.076,93.8762,586.781,412.808,6216.41,7151.82,114.533,-105.448,-47.3891,394.63,121.83,17.9703,-394.63,-64.3365,34.8816,20.7182,45.9432,-164.902,25.0729,-20.456,train
314,137.847,157.233,96.6254,43.651,170.881,2.15691,52.98,105.34,119.605,173.56,89.0471,335.419,418.888,7637.94,8708.45,48.8785,-46.9452,-20.7948,126.562,59.955,1.73618,-61.959,-70.5872,10.7047,126.562,70.2738,-65.9234,36.4322,-2.22434,train
315,23.0395,176.579,224.3,117.817,84.3337,130.563,60.564,6.32702,225.788,7.09368,140.068,424.81,375.239,4041.44,4362.8,52.8461,-51.2065,-26.2028,207.179,207.179,1.69821,-52.2665,-33.5117,-40.5892,2.29673,174.554,-117.392,24.7296,-59.7826,test
316,181.302,119.101,155.891,86.4422,57.0257,131.465,162.771,143.894,206.966,46.464,67.7485,530.972,305.14,7001.11,9752.03,49.124,-46.9236,-18.2091,61.2526,52.0227,10.8641,-61.2526,-46.4564,1.86448,9.84233,36.83,-40.5127,27.4402,-39.3829,train
317,221.613,206.694,117.398,191.337,125.258,175.395,80.1982,54.3566,192.118,100.621,142.866,518.162,496.206,3351.94,5032.69,31.9895,-31.2005,-18.4898,118.484,43.931,7.87508,-91.7502,-18.5739,7.98487,9.28035,98.5672,-118.484,26.1608,-22.8776,train
318,121.674,167.759,129.755,153.262,13.1271,86.1465,117.694,10.3183,205.173,67.7514,121.635,275.144,550.055,4631.15,5245.69,33.2456,-32.5917,-18.9832,132.124,30.5361,7.34754,-77.3723,-9.91,-42.2661,14.3084,87.5729,-132.124,10.469,-25.7291,test
319,211.816,129.144,200.099,9.74715,111.855,94.7603,218.231,96.441,75.5521,212.447,154.368,455.763,473.484,4171.54,6140.24,22.1458,-20.2512,-8.15265,96.562,35.1927,28.0031,-54.7395,-96.562,17.483,38.1639,41.4464,-42.4783,17.6178,-24.0738,test
320,77.8917,156.339,51.1829,47.668,201.453,86.0181,183.604,83.9498,115.734,32.2715,187.81,307.103,216.488,3871.47,4277.26,22.685,-21.3206,-7.61221,113.872,71.2484,5.83772,-113.872,-45.2791,1.58979,10.6101,21.238,-41.7549,26.3743,-39.995,train
321,26.2219,129.719,15.3928,117.285,5.93303,179.116,166.142,170.685,60.4388,114.814,158.013,243.586,374.853,5333.92,5842.36,60.0797,-56.0906,-23.2609,351.356,215.384,0.116634,-351.356,-20.6397,133.352,0.0844688,25.3019,-26.6123,56.6429,-0.186359,train
322,15.887,39.33,43.3246,174.137,121.079,170.48,13.3066,159.06,144.838,30.0755,155.605,366.357,231.141,7099.48,6851.2,78.2806,-72.8789,-32.7874,480.244,480.244,14.4175,-130.931,-17.7821,7.18134,3.32613,213.51,-35.2624,30.2348,-26.6634,train
