sample_id,diameter_mm,length_mm,k_W_mK,h_W_m2K,T_base_C,T_inf_C,heat_rate_W,T_tip_C,fin_efficiency,fin_effectiveness,biot_number,split
242,16.5414,138.044,86.7926,48.643,163.969,15.1355,30.0411,70.0652,0.561608,19.3089,0.00231766,train
243,7.1754,146.217,16.0083,340.6,188.523,29.8348,11.1874,29.8348,0.062037,5.11868,0.0381667,train
244,7.4252,131.749,31.5717,21.7214,159.672,39.8897,3.11602,58.0911,0.384274,27.6576,0.00127714,test
245,15.2085,18.3818,28.1384,11.2425,125.284,10.3938,1.34604,122.46,0.983194,5.73656,0.00151911,test
246,19.5142,63.6746,77.3055,69.7578,65.129,21.3466,10.0739,51.2545,0.784831,11.0284,0.00440224,train
247,11.4269,53.5747,90.3426,234.142,78.7427,36.7072,10.9727,51.6257,0.550324,10.871,0.00740381,test
248,9.0526,31.6319,16.739,9.31774,247.929,38.5625,1.7214,221.586,0.915383,13.7096,0.00125978,test
249,14.5459,112.177,81.2779,24.1386,121.553,14.5093,10.1976,81.465,0.745727,23.7498,0.00107999,train
250,10.0206,54.2126,151.601,386.443,57.7656,1.11912,20.4754,19.2446,0.523854,11.8603,0.00638585,train
251,15.2192,57.5464,77.4038,21.3596,227.66,19.9075,11.949,202.301,0.917968,14.8019,0.00104993,test
252,8.41484,81.6587,35.7601,8.16872,212.309,34.462,2.59032,161.008,0.805206,32.0605,0.000480553,test
253,11.0176,91.9315,88.2299,51.1603,158.011,2.1376,16.7326,76.3581,0.640232,22.0088,0.00159714,train
254,14.4394,77.1215,15.1598,5.1034,94.3433,20.081,1.16163,76.3907,0.836944,18.7175,0.00121522,train
255,17.6335,44.1188,325.346,184.004,252.87,24.1962,102.956,222.442,0.910195,10.0194,0.00249322,train
256,2.17275,105.41,49.7992,148.692,295.474,19.7948,3.77392,20.0087,0.1273,24.8309,0.00162186,train
257,13.9386,145.347,132.687,425.184,99.8477,39.6943,36.9239,41.0199,0.221517,9.46109,0.0111663,train
258,13.9329,42.7027,15.361,42.6,135.06,29.8973,5.99492,83.3514,0.661927,8.77682,0.00965991,train
259,18.2332,61.0976,22.9309,24.3297,217.936,3.27825,14.9483,142.535,0.761066,10.9621,0.00483636,train
260,9.13943,85.7104,49.1248,104.995,57.7351,32.8449,2.43092,36.212,0.368168,14.179,0.00488345,train
261,12.3479,85.6897,118.739,75.5616,284.437,2.25462,49.2587,148.72,0.670825,19.2919,0.00196445,train
262,18.6787,118.197,112.168,13.4515,217.534,10.6663,17.8178,183.076,0.888097,23.3673,0.000560001,train
263,16.3141,143.546,192.62,30.6587,75.5264,6.09496,12.6955,53.7885,0.788259,28.5316,0.000649164,train
264,10.0644,97.5885,44.2469,84.219,229.724,8.26898,21.267,36.4402,0.360264,14.3333,0.00478911,train
265,3.32883,79.4193,62.0825,136.923,208.178,25.3778,5.08196,31.2535,0.241927,23.3296,0.00183543,train
266,14.6137,137.442,331.975,5.52066,293.268,5.19869,10.0014,280.7,0.970851,37.4943,6.07555e-05,train
267,11.1008,149.162,41.3664,127.394,264.299,32.7483,30.8786,35.6946,0.197559,10.816,0.0085466,test
268,8.01759,78.1456,220.792,41.9923,272.386,2.77377,19.1206,206.975,0.836557,33.4515,0.000381215,train
269,9.82518,49.4017,71.3344,70.9798,56.5078,1.00482,4.70881,35.8231,0.746715,15.7648,0.00244408,train
270,3.2457,121.301,15.6874,7.17941,143.42,22.0184,0.37196,35.3398,0.342741,51.5796,0.000371352,test
271,4.63941,49.0338,384.126,161.318,203.141,33.09,15.5929,147.103,0.776968,33.624,0.000487094,train
272,11.7784,87.8298,73.4798,301.602,76.3512,25.7396,15.0943,29.1702,0.294394,9.07541,0.0120863,train
273,10.1707,140.674,59.9954,431.388,257.281,38.226,56.7792,38.4436,0.131303,7.39572,0.0182826,train
274,17.3179,76.0436,80.1936,491.16,136.046,16.3734,84.6229,28.1316,0.329241,6.1121,0.0265166,train
275,14.4975,52.4207,34.4732,7.00872,170.401,10.6894,2.70056,157.348,0.945145,14.6152,0.000736867,train
276,8.98329,109.167,124.789,51.4602,212.371,35.0282,17.2372,109.789,0.600703,29.8003,0.000926124,test
277,6.73673,21.526,123.157,347.709,51.1269,17.9972,4.40618,40.3347,0.778667,10.731,0.00475496,test
278,16.6259,73.26,232.431,8.74758,127.929,37.7978,3.13167,125.544,0.982298,18.2958,0.000156429,train
279,8.72124,102.148,58.3232,23.7276,124.068,37.9293,3.65131,77.1111,0.624977,29.9053,0.000887014,train
280,7.20912,91.5063,66.4581,95.087,231.48,23.1662,15.7571,53.1067,0.376428,19.4886,0.00257867,train
281,9.66914,113.796,39.9386,23.9979,153.056,6.75464,6.42653,52.4495,0.518516,24.9282,0.00145247,test
282,17.4489,40.6051,187.201,19.2058,186.006,29.9395,7.27366,182.401,0.984457,10.1481,0.000447539,test
283,7.0818,82.1598,31.844,240.267,285.63,9.61276,22.6005,11.9307,0.182505,8.65187,0.0133583,train
284,4.24456,130.854,83.6636,22.2228,122.284,36.5486,1.55716,57.5001,0.464616,57.7584,0.000281862,train
285,6.21692,131.454,44.3978,86.477,105.117,17.08,4.19961,18.67,0.212344,18.172,0.00302729,train
286,12.6512,24.8158,16.531,32.2774,86.5103,31.9768,1.69331,75.6815,0.865107,7.65289,0.00617547,train
287,15.5014,86.1848,46.6126,84.7075,88.8745,20.8927,12.4369,39.9122,0.492429,11.4437,0.00704254,train
288,3.10768,23.4097,34.7977,419.556,84.648,13.2568,2.33611,20.2873,0.330291,10.2824,0.00936732,train
289,14.6277,23.8767,18.9505,6.57685,119.49,0.687619,0.965629,115.413,0.976741,7.35407,0.00126915,train
290,5.94801,135.218,18.4735,209.459,111.161,23.816,3.91508,23.8172,0.0837714,7.70139,0.0168601,train
291,17.9612,149.503,23.4201,309.691,112.826,12.9477,32.1627,12.9958,0.119665,4.10386,0.0593766,train
292,2.54354,123.216,36.7413,33.7298,241.599,19.0871,1.57814,23.1118,0.212464,41.3819,0.000583764,train
293,17.7489,46.8,75.1049,417.222,287.096,14.505,169.955,102.138,0.523057,6.03979,0.0246497,train
294,7.45192,96.9021,26.0972,8.20921,60.4012,30.8676,0.374508,46.0724,0.668069,35.4174,0.000586025,train
295,8.26711,133.939,24.6213,5.73077,225.702,15.184,2.64068,109.38,0.619661,40.7771,0.000481056,train
296,8.78228,38.4211,43.7661,217.844,108.653,13.7296,11.4921,40.7544,0.495929,9.17437,0.0109284,test
297,3.72512,133.47,17.3313,102.591,284.87,39.8436,3.68988,39.8546,0.0933248,13.4685,0.00551263,test
298,16.8176,120.029,94.367,217.45,266.56,1.22865,129.438,30.2284,0.34179,10.0994,0.0096882,train
299,8.70217,116.737,37.9502,9.30196,189.979,32.4154,3.215,115.014,0.674756,36.8812,0.000533247,train
300,4.49763,97.2599,23.8581,26.9366,80.8022,28.394,0.627022,33.0274,0.319507,27.9565,0.00126949,train
301,11.1835,144.423,21.1917,28.3267,83.8384,0.25772,3.79216,6.94473,0.309664,16.3056,0.00373723,train
302,5.50408,128.034,60.3981,164.855,222.396,32.0533,12.1826,33.2507,0.173499,16.317,0.00375582,test
303,3.68369,61.6406,31.3766,46.1424,97.6296,30.7287,0.882019,41.6454,0.394644,26.8095,0.00135431,train
304,7.53186,40.0259,16.6149,109.666,266.802,21.5862,10.5983,62.5569,0.397428,8.8455,0.0124284,test
305,17.2081,105.539,15.4078,82.8285,102.239,5.91357,12.1914,9.921,0.257327,6.57016,0.0231267,train
306,11.1172,76.8519,31.4488,79.9351,235.884,3.39562,21.118,45.0384,0.40859,11.7067,0.00706427,train
307,11.5363,148.225,306.353,169.473,233.303,16.2529,93.3737,69.034,0.463508,24.2853,0.00159546,train
308,12.0398,115.624,113.026,6.22601,126.869,27.3682,2.56341,115.307,0.922156,36.3458,0.000165802,train
309,12.7756,32.8837,45.0844,26.208,214.137,39.4612,6.15093,195.453,0.927906,10.4814,0.00185665,test
310,12.1504,129.771,35.6325,58.7385,190.17,13.109,16.9719,29.1661,0.321898,14.0738,0.00500736,test
311,9.9149,107.977,22.9767,49.3348,73.501,31.2699,2.19838,34.5452,0.306683,13.6663,0.00532224,train
312,15.6795,77.6293,301.117,130.305,224.479,11.4413,90.402,164.822,0.810699,16.8659,0.00169628,train
313,5.72308,111.278,21.6092,210.684,223.783,22.2362,9.24858,22.2732,0.10748,8.4668,0.0139496,train
314,2.77917,140.448,17.0938,377.403,122.746,25.9491,1.78927,25.9491,0.0397453,8.07402,0.0153398,train
315,6.20781,44.4807,42.9987,15.5374,136.351,35.1886,1.21721,115.69,0.8626,25.5857,0.000560794,test
316,2.18506,32.6575,25.4277,175.522,148.778,2.47127,1.56639,9.48312,0.267611,16.2663,0.00377075,train
317,7.75427,142.807,41.4356,7.50177,196.301,18.8588,2.96994,101.456,0.632746,47.2449,0.000350971,train
318,3.0233,12.3767,141.513,7.4984,86.607,20.4548,0.0616239,86.2104,0.99599,17.3054,4.00493e-05,test
319,2.47293,59.2852,24.8913,7.57912,294.807,3.88744,0.670836,147.797,0.653751,63.345,0.000188244,test
320,13.335,61.4931,65.2244,121.945,84.5229,0.353441,16.5473,35.111,0.593628,11.5435,0.00623282,train
321,5.24836,143.74,16.3086,5.12968,168.329,33.875,0.718212,62.0263,0.435402,48.1339,0.000412704,train
322,3.61645,148.993,72.5915,25.3902,142.223,33.3804,1.58756,44.7638,0.337318,55.9257,0.00031623,train
323,5.73327,54.6303,170.814,8.71333,299.064,28.0033,2.29986,284.589,0.964309,37.7186,7.31146e-05,train
324,14.3883,11.3207,30.2485,239.999,169.096,4.91127,22.9748,137.445,0.864658,3.58592,0.02854,train
325,11.7731,28.9043,332.872,15.8953,276.386,7.03704,5.01569,274.204,0.994555,10.7615,0.000140547,train
326,12.726,15.8475,27.8935,16.2855,254.836,11.6703,2.94801,247.191,0.97852,5.85268,0.0018575,train
327,14.5815,11.2482,227.372,41.6146,138.229,35.8626,2.89582,137.696,0.996358,4.07072,0.000667194,train
328,12.1998,131.35,68.3222,97.1099,216.741,31.8173,31.6908,52.1206,0.34259,15.0966,0.00433506,train
329,7.82643,51.2578,16.8642,9.75112,194.441,35.451,1.60414,145.28,0.790815,21.508,0.00113134,train
330,2.80401,70.1898,257.512,23.1034,220.917,26.5559,2.32571,171.692,0.829371,83.8724,6.28925e-05,train
331,2.76837,45.3658,211.5,99.4479,143.776,39.4124,2.88752,97.0359,0.694548,46.2213,0.000325424,train
332,16.8647,113.066,19.4995,65.0356,96.1133,8.5686,10.696,15.0685,0.302328,8.40995,0.014062,train
333,6.03672,119.441,46.7863,8.08441,151.234,3.86713,1.81642,79.0219,0.664676,53.2691,0.000260778,train
334,5.9963,105.484,292.039,30.7927,177.793,13.4557,8.12643,128.366,0.796836,56.867,0.000158063,train
335,2.04642,45.6645,233.924,50.2853,239.798,21.6247,2.54009,168.807,0.779911,70.3927,0.000109977,train
336,7.63235,44.1733,290.672,233.209,206.258,17.8366,37.8935,145.187,0.78047,18.8488,0.00153088,train
337,4.61154,86.246,320.072,220.948,282.997,13.3222,34.3116,76.0211,0.454787,34.4769,0.000795846,train
338,14.5897,18.6194,293.859,291.582,69.2868,39.5763,8.4658,67.4396,0.957513,5.84544,0.00361916,train
339,15.7869,147.416,42.6439,174.256,293.232,35.2851,69.2731,39.2713,0.205296,7.87346,0.0161275,train
340,13.4135,38.5026,300.817,352.323,150.039,11.8999,71.7741,116.603,0.836111,10.4361,0.00392753,train
341,17.1999,52.1147,91.4933,6.36414,110.157,34.0188,1.45227,108.249,0.983192,12.8993,0.0002991,train
342,3.37589,107.045,37.2352,473.736,223.437,29.1998,7.94843,29.2005,0.0754911,9.65038,0.0107377,test
343,16.8888,123.68,83.47,310.594,188.096,6.99124,100.432,15.1736,0.263101,7.97007,0.0157109,train
344,2.20531,124.928,189.842,30.4685,292.314,34.5021,3.10274,94.2899,0.454362,103.41,8.84846e-05,train
345,13.5189,102.96,75.9424,30.0747,93.8441,8.03188,8.28407,57.4108,0.710734,22.3624,0.00133844,train
346,10.1033,81.9824,108.875,222.182,232.3,7.33098,54.9087,47.8322,0.40954,13.7022,0.00515449,train
347,7.78311,63.3856,117.852,20.5395,205.789,16.1635,5.53391,174.566,0.889445,29.864,0.000339115,train
348,9.77511,134.666,75.7871,342.425,299.685,37.0199,64.2361,38.4729,0.169617,9.5165,0.0110416,test
349,6.76334,124.054,43.7312,26.6801,179.452,26.4917,4.48867,54.343,0.41167,30.6152,0.00103157,train
350,9.33577,79.2278,215.29,459.599,157.73,20.299,60.3777,43.5131,0.399601,13.9644,0.00498248,test
351,18.208,18.241,32.4162,396.689,70.7781,7.07215,23.1251,43.6926,0.701842,3.51431,0.0557045,train
352,19.6772,117.702,70.7426,44.4719,149.079,11.8485,29.4466,76.5313,0.636528,15.8665,0.00309249,test
353,14.634,26.8,135.021,34.1513,67.5973,36.9759,1.4339,66.6545,0.97919,8.15217,0.000925352,train
354,2.20123,90.6926,136.698,407.212,263.66,8.58438,9.76287,9.20463,0.148961,24.6982,0.00163933,test
355,13.5022,69.8739,103.225,43.652,278.344,2.34114,30.8208,206.125,0.823314,17.8659,0.00142747,train
356,2.0087,115.928,113.427,254.418,68.7233,18.73,1.20098,18.7718,0.128513,29.796,0.00112638,train
357,15.5856,111.89,17.0523,10.5774,254.824,10.9335,8.98829,118.456,0.614575,18.2628,0.0024169,train
358,2.31289,75.9702,72.2535,148.225,125.399,21.2758,1.88233,23.4565,0.219273,29.0286,0.0011862,train
359,3.46094,88.1625,54.4536,485.699,211.051,8.0157,10.5604,8.06406,0.11063,11.3832,0.00771746,train
360,16.127,27.442,344.097,10.6548,58.697,19.5754,0.663006,58.5511,0.997477,7.78679,0.000124842,train
361,5.58174,72.1094,53.4927,55.7436,231.159,27.5766,7.02464,81.2762,0.480234,25.2964,0.00145415,test
362,4.18255,72.265,124.517,5.32934,196.689,14.4145,0.87267,178.33,0.932596,65.3852,4.47535e-05,train
363,19.2712,105.09,17.2244,157.086,69.647,17.2647,11.4485,18.1597,0.209092,4.76999,0.0439384,train
364,10.2963,96.8672,19.7935,245.291,76.476,13.7767,7.16977,13.9049,0.144932,5.59898,0.0318992,train
365,10.8702,112.109,23.2146,373.241,149.966,35.6688,18.9404,35.7028,0.113222,4.78406,0.0436924,train
366,17.0359,142.452,357.028,273.554,140.748,0.178504,147.559,38.7794,0.48871,16.8349,0.00326321,train
367,3.22757,14.8501,52.9951,9.27604,266.452,12.2351,0.367873,259.857,0.982646,19.0673,0.000141235,test
368,2.09421,13.9292,24.2041,28.7214,196.208,15.8515,0.427181,160.621,0.867275,23.9412,0.000621262,train
369,8.90529,57.6875,166.87,82.4987,173.463,25.1043,16.3787,129.216,0.798355,21.485,0.00110067,train
370,7.84985,78.643,15.967,265.105,216.407,22.7743,13.7629,23.0111,0.134877,5.5399,0.0325833,train
371,14.5224,42.9731,284.808,364.32,254.035,21.3569,145.021,187.026,0.804602,10.3281,0.00464419,test
372,7.68654,60.31,15.7735,95.3917,182.16,2.35951,7.36921,13.3645,0.285909,9.25908,0.0116213,train
373,9.75141,41.1771,57.2679,15.2166,244.721,38.1603,3.9317,225.074,0.936187,16.749,0.000647759,train
374,12.6085,111.205,87.3137,55.1926,290.069,39.8297,35.7172,135.284,0.570909,20.7123,0.00199251,train
375,19.9303,56.5117,23.5531,108.977,293.823,9.56773,60.7245,95.739,0.509123,6.28351,0.0230537,test
376,9.2353,62.3875,346.476,149.597,146.405,4.6253,31.8949,104.69,0.801134,22.4489,0.000996873,train
377,10.7195,89.1993,41.0006,24.0636,69.3417,27.9955,1.98409,47.9281,0.6445,22.0966,0.00157284,train
378,19.4803,135.313,22.0595,223.346,67.9115,9.22523,17.5927,9.42615,0.156451,4.50339,0.0493079,train
379,8.69008,65.9736,214.03,14.5772,287.674,14.6416,7.06509,268.956,0.954141,29.9289,0.000147967,train
380,8.59383,76.5276,351.987,5.20821,73.8591,22.349,0.561887,72.7811,0.986028,36.1082,3.17898e-05,test
381,17.0739,95.1069,382.147,261.221,212.131,16.0625,184.618,119.37,0.676232,15.7435,0.00291778,train
382,18.4781,99.962,167.502,13.4087,93.5968,19.0434,5.71263,87.0622,0.941276,21.3095,0.000369801,train
383,7.12486,63.8998,55.3433,30.6922,152.7,7.54738,4.6381,90.5229,0.708143,26.1123,0.000987823,test
384,15.7077,140.144,197.752,83.8492,176.393,35.9412,50.5931,95.8546,0.604264,22.1693,0.00166506,train
385,4.87547,86.5547,86.8391,72.6628,97.3375,12.48,3.53275,29.3384,0.426168,30.6894,0.00101989,train
386,16.175,133.502,77.7989,17.1841,55.275,27.5323,2.51888,45.2926,0.755949,25.7131,0.000893179,train
387,10.3392,21.8507,137.837,27.7071,190.827,29.7207,3.48915,187.198,0.984822,9.31002,0.000519581,train
388,15.6617,46.5327,28.337,80.7608,99.6792,19.1346,10.4006,58.0929,0.644151,8.29955,0.011159,train
389,14.4081,132.518,203.699,353.422,281.377,24.6629,186.172,50.5587,0.333036,12.5854,0.0062496,test
390,4.54363,17.5311,25.2813,10.7123,107.67,31.6744,0.207986,103.002,0.958821,15.7568,0.000481313,train
391,8.94407,21.6196,16.8571,72.8165,259.979,17.053,8.83588,169.398,0.745198,7.95035,0.0096588,train
392,13.841,108.477,21.3205,10.1153,243.092,18.0439,7.30776,131.267,0.659531,21.3354,0.00164169,train
393,18.3574,40.4461,91.7788,52.8599,128.699,10.8809,14.9308,115.281,0.923058,9.05799,0.00264324,train
394,2.74288,111.643,296.309,5.12382,79.6139,18.2223,0.275822,70.9937,0.905896,148.396,1.18576e-05,train
395,14.8968,115.869,22.4104,15.8635,286.85,22.8895,13.2007,120.905,0.56326,18.0877,0.00263623,train
396,17.712,15.7509,139.198,48.1397,90.4236,25.7222,3.46107,89.4568,0.989641,4.50991,0.00153136,train
397,11.6084,117.997,156.367,375.902,241.979,12.8077,108.949,26.967,0.286844,11.9496,0.00697658,train
398,17.3923,75.0382,131.156,186.455,259.338,27.6496,116.547,132.333,0.621972,11.3558,0.00618136,train
399,4.4438,74.1128,92.3679,91.8952,217.008,28.7137,7.89529,67.949,0.434488,29.4197,0.00110526,train
400,5.95665,141.042,113.964,6.6335,257.353,15.2711,3.42202,185.279,0.798941,76.4686,8.66796e-05,train
401,5.70572,30.5863,232.951,151.605,152.382,19.2835,10.0582,126.408,0.868665,19.495,0.000928323,train
402,4.94285,40.557,90.6931,302.357,224.713,7.30117,19.1475,56.3695,0.448829,15.1797,0.00411967,train
403,19.1862,119.046,229.497,266.415,221.634,32.9226,186.702,86.8922,0.497489,12.8447,0.00556815,test
404,8.49717,53.6473,16.5942,24.9159,139.497,2.57565,3.08974,61.7866,0.608327,15.9711,0.00318958,test
405,5.77244,65.1986,105.918,155.324,164.524,31.0048,11.4657,62.5008,0.457471,21.1256,0.00211626,train
406,15.9805,10.1686,19.0398,10.3461,177.9,5.39039,1.25797,175.757,0.991202,3.51408,0.00217091,train
407,2.52936,81.6109,71.101,6.98231,252.361,29.3844,0.76625,171.156,0.753098,97.9494,6.20975e-05,train
408,14.1169,74.5289,284.05,194.664,122.793,36.3665,42.6248,88.7359,0.731854,16.1869,0.00241863,test
409,12.0479,111.6,89.9879,256.719,234.141,15.0509,69.053,27.9676,0.283015,10.7693,0.00859264,train
410,14.7219,86.3921,222.573,45.7589,106.81,32.8097,12.302,92.7378,0.872082,21.3426,0.000756671,train
411,16.0733,21.8842,42.8349,9.24426,165.644,12.9907,1.82398,162.999,0.988203,6.37006,0.000867198,train
412,12.7558,64.374,74.962,112.325,211.637,17.5253,36.219,102.918,0.613537,12.9988,0.00477842,train
413,18.6033,73.7298,15.4745,11.8637,191.459,2.55451,7.79681,124.596,0.759458,12.7992,0.00356562,train
414,16.3863,147.516,348.809,17.3611,254.498,19.3585,29.1935,225.115,0.916252,33.91,0.000203897,train
415,14.1742,119.332,88.8754,145.538,205.55,36.0284,50.5895,60.1322,0.374755,12.995,0.00580272,test
416,15.2584,24.702,184.213,13.1581,201.64,34.8372,2.98513,200.401,0.994967,7.43801,0.000272473,train
417,3.32481,131.276,72.4929,5.4025,57.1085,13.8747,0.218629,36.7521,0.678342,107.812,6.1945e-05,train
418,10.0152,22.3377,125.774,39.4161,137.52,16.539,3.63416,133.039,0.975049,9.67398,0.000784661,test
419,6.14534,86.4647,56.0154,138.99,254.965,15.0179,15.9942,29.0027,0.28228,16.169,0.00381208,train
420,16.9273,105.88,131.395,7.954,201.835,35.5675,7.32532,188.409,0.945937,24.6132,0.000256174,test
421,13.2577,135.576,139.687,50.9198,228.152,1.53116,41.1085,101.771,0.615821,25.8057,0.0012082,train
422,16.3901,114.978,113.544,207.92,161.222,8.7353,76.2261,33.2685,0.392121,11.3952,0.00750333,train
423,19.3189,71.3725,165.596,7.04426,184.124,28.9089,4.97227,180.254,0.983298,15.5143,0.000205451,train
424,13.4319,44.9185,240.703,45.0856,183.779,37.9191,12.845,174.828,0.958819,13.7846,0.000628978,train
425,3.93496,25.8415,365.561,5.65078,135.273,22.4389,0.210644,134.639,0.996248,27.1663,1.52065e-05,train
426,6.94394,129.517,64.8949,5.09642,236.936,18.0098,2.56145,172.668,0.801789,60.6208,0.000136333,train
427,9.80189,102.512,41.5863,382.04,69.1262,2.6655,12.7696,2.88274,0.1556,6.66489,0.0225118,test
428,11.9197,149.864,60.5581,125.288,94.5657,32.0399,11.1261,34.2744,0.248147,12.7278,0.00616515,train
429,18.1127,69.8618,198.263,14.5611,168.573,15.8186,9.14345,161.989,0.971124,15.9538,0.000332565,train
430,11.8715,46.6784,98.7031,20.0981,171.797,35.236,4.81363,161.05,0.947211,15.8448,0.000604326,train
431,8.80306,57.3687,29.1352,7.84946,122.246,29.5035,1.0513,105.223,0.876602,23.7275,0.000592918,test
432,5.54103,140.565,54.5323,44.6367,188.885,33.9663,4.94205,43.7923,0.289225,29.6375,0.00113389,test
433,18.5351,107.616,152.613,105.321,149.876,21.282,56.7826,82.7735,0.64143,15.5382,0.00319784,train
434,17.1635,134.48,288.541,82.1481,136.964,34.9538,44.9962,94.6495,0.717598,23.2078,0.00122162,test
435,18.1502,57.872,105.471,15.7376,60.2458,32.5452,1.48836,58.5706,0.9594,13.1956,0.000677058,test
436,17.1896,87.9562,28.29,21.6342,133.887,25.825,7.97617,84.0849,0.68483,14.7015,0.00328635,train
437,12.5874,106.066,398.903,7.08117,224.882,27.2087,5.91322,218.419,0.97816,33.9474,5.58617e-05,train
438,10.9329,58.1433,147.804,74.528,96.3756,9.48684,11.1154,73.3359,0.820933,18.2845,0.00137819,train
439,3.64233,87.588,292.848,42.3484,204.961,18.6407,5.774,128.956,0.722626,70.2313,0.000131678,train
440,17.6558,133.685,106.331,11.3665,106.037,25.6753,6.08731,90.5002,0.870011,27.22,0.000471838,train
441,18.6191,139.201,122.731,13.3401,282.033,27.8101,24.6836,230.995,0.864968,26.7318,0.000505942,train
442,12.4904,127.577,189.123,13.737,126.963,37.1646,5.60323,111.673,0.885685,37.0713,0.000226811,train
443,6.96244,103.121,226.498,338.935,72.3056,24.6384,12.001,29.0397,0.323858,19.5105,0.00260468,train
444,15.8923,31.9195,392.96,7.78043,295.304,0.116592,4.10693,294.371,0.997868,9.01467,7.86652e-05,train
445,13.0563,123.417,78.6116,20.508,184.807,33.3873,11.5673,121.826,0.716879,27.8225,0.000851526,test
