sample_id,diameter_mm,length_mm,k_W_mK,h_W_m2K,T_base_C,T_inf_C,heat_rate_W,T_tip_C,fin_efficiency,fin_effectiveness,biot_number,split
1508,2.67956,95.9999,185.415,16.4769,145.229,29.3649,1.12361,98.0649,0.723243,104.369,5.95298e-05,train
1509,12.5793,17.0779,249.257,410.821,53.9832,10.8126,13.2442,49.836,0.934412,6.00868,0.00518327,test
1510,14.0887,68.1853,18.2334,27.5253,96.7854,17.0952,4.23157,51.5356,0.607825,12.3746,0.0053171,test
1511,14.4463,10.275,164.588,5.55887,99.9597,24.0115,0.265919,99.8959,0.99941,3.84274,0.000121979,train
1512,12.1275,34.0509,32.667,17.7495,57.3413,20.3546,0.858194,53.2359,0.925252,11.3167,0.00164736,train
1513,12.9129,79.6534,130.189,9.89367,56.755,17.7413,1.23209,53.8044,0.949372,24.3743,0.000245327,train
1514,8.08246,52.5498,53.7519,112.699,286.201,12.6354,22.8996,104.434,0.536041,14.4768,0.00423652,train
1515,10.7385,22.26,19.357,189.277,176.195,34.6075,13.5781,95.2224,0.602071,5.59423,0.0262509,train
1516,16.1219,126.271,23.2915,43.4681,158.938,14.0307,14.7175,31.5844,0.354043,11.4459,0.00752195,train
1517,8.93162,55.1556,27.2632,36.5725,97.277,24.0808,2.71762,57.9613,0.630436,16.203,0.00299535,train
1518,3.64491,85.5211,140.738,142.079,125.71,35.6469,4.37435,45.7622,0.3454,32.7622,0.000919913,test
1519,3.43138,65.1306,236.181,323.778,115.545,14.8096,8.70579,29.1514,0.375227,28.8637,0.00117601,train
1520,18.4135,75.8752,47.8679,7.24962,274.983,4.78312,8.52259,248.632,0.934555,16.3384,0.000697183,test
1521,19.6936,126.769,29.5204,337.487,144.593,4.67344,60.6278,5.17635,0.157581,4.215,0.0562859,test
1522,9.96847,45.0374,190.566,5.73883,62.6182,5.52078,0.483343,61.8497,0.991,18.9003,7.50494e-05,train
1523,4.0236,114.283,27.7308,494.525,112.045,18.4458,4.39429,18.4458,0.0651441,7.46637,0.0179383,train
1524,14.1264,108.804,19.404,367.548,193.38,39.2355,34.3318,39.3204,0.12155,3.86636,0.0668951,train
1525,9.12169,141.96,104.41,17.672,210.027,19.5092,9.47683,121.046,0.680971,43.0724,0.000385975,train
1526,17.2131,16.909,70.4668,35.8507,92.6592,18.3038,3.00512,90.8032,0.982778,4.84442,0.00218934,train
1527,15.2746,106.684,40.0899,20.5755,249.405,5.4564,17.8006,131.38,0.668796,19.3534,0.00195986,train
1528,13.0171,90.3099,231.855,5.74329,208.433,17.4781,4.10551,202.25,0.978365,28.1291,8.06116e-05,train
1529,18.4343,149.817,224.373,34.928,119.268,23.2109,23.9067,90.3824,0.796746,26.6976,0.000717417,train
1530,9.11168,111.736,102.107,108.598,213.892,27.8435,26.3809,59.3277,0.400067,20.0241,0.00242273,train
1531,12.6319,100.294,19.8895,115.523,88.3613,33.7186,5.83955,35.0228,0.225332,7.38163,0.0183423,train
1532,16.9071,76.3302,397.614,18.3605,249.017,27.8382,16.9768,241.422,0.977023,18.6208,0.000195179,train
1533,4.71274,52.3814,25.4991,14.3432,180.369,17.7781,1.30266,109.844,0.704414,32.0223,0.000662728,train
1534,8.63934,123.807,67.4109,272.544,166.644,3.1399,27.9536,4.55052,0.183478,10.7009,0.00873226,train
1535,18.0222,128.964,115.785,29.2896,159.482,3.42475,26.3055,104.608,0.761568,22.5602,0.00113975,train
1536,13.8347,63.4771,98.5633,7.02111,52.8414,6.8705,0.911148,50.8043,0.970339,18.779,0.000246377,train
1537,19.5952,98.9204,29.559,78.9655,248.805,31.0598,44.6228,69.5478,0.406062,8.60559,0.0130869,train
1538,8.4631,13.6895,266.873,156,230.008,34.0887,12.5567,223.553,0.977664,7.30337,0.00123677,train
1539,9.30481,109.404,91.996,73.4597,142.265,21.449,13.564,51.4867,0.467935,22.4754,0.0018575,test
1540,11.8853,10.7474,18.0492,173.637,249.865,30.0774,16.378,198.776,0.837803,3.86817,0.0285848,train
1541,9.7135,54.0133,176.75,135.37,295.527,30.2767,47.0516,202.02,0.760799,17.6829,0.00185985,train
1542,16.3698,94.6947,105.125,25.5108,59.6391,14.6054,4.92192,49.169,0.843294,20.3561,0.000993119,train
1543,2.00231,84.6668,26.9891,406.039,217.641,36.9601,2.66199,36.9603,0.0677286,11.5232,0.00753096,train
1544,2.35066,134.073,213.183,47.5527,101.28,2.97926,1.75329,17.1682,0.377174,86.4278,0.000131084,train
1545,12.7591,79.7222,106.436,312.11,125.087,24.3844,41.0107,40.6539,0.392613,10.2052,0.00935355,train
1546,11.2774,136.891,22.3874,192.682,273.819,21.7929,31.1389,22.0193,0.129547,6.41958,0.0242654,train
1547,2.25151,104.071,21.6371,9.56028,200.066,19.881,0.43243,39.0411,0.339179,63.0505,0.000248706,train
1548,5.04736,118.89,103.129,263.152,220.722,37.8307,16.9702,39.4802,0.185072,17.6225,0.00321981,test
1549,7.21655,72.5678,30.8723,90.1313,180.237,2.51581,8.98231,20.3585,0.332571,13.7096,0.00526715,train
1550,15.4085,57.3508,124.318,97.7891,60.1125,19.7853,9.40093,48.4802,0.804639,12.7842,0.00303009,train
1551,10.0701,34.0288,36.1784,167.416,54.3276,8.22221,5.2206,26.7645,0.584986,8.49213,0.0116498,train
1552,5.11673,95.1743,277.393,64.488,256.858,3.63962,16.7802,132.103,0.662771,49.9746,0.000297382,train
1553,3.83768,146.166,282.588,7.41392,54.8062,30.619,0.267311,49.0708,0.840383,128.871,2.51711e-05,train
1554,8.42915,85.3265,38.7572,76.0927,246.244,5.77302,15.7229,39.0264,0.371118,15.3981,0.00413728,train
1555,6.12137,117.761,79.064,301.955,214.54,24.9549,22.037,25.9366,0.167803,13.0803,0.00584457,test
1556,18.2026,69.5549,21.44,272.81,61.004,23.4455,11.0722,24.9752,0.254994,4.15246,0.0579041,train
1557,9.39016,89.9861,359.998,6.46544,227.51,6.61217,3.80777,220.501,0.978812,38.4987,4.2161e-05,train
1558,19.7111,84.8347,55.6395,6.11037,100.547,17.0044,2.67902,93.5898,0.944161,17.1985,0.000541171,train
1559,6.56477,37.219,186.833,295.754,286.259,31.1016,41.882,171.392,0.692493,16.3969,0.00259798,test
1560,12.3155,142.689,287.959,287.415,181.161,14.9838,101.561,38.9801,0.377037,17.8506,0.00307306,test
1561,18.8006,30.1553,32.0353,168.941,178.296,10.346,41.2205,106.73,0.70568,5.2332,0.0247866,train
1562,4.02886,73.1997,256.621,16.9639,124.688,34.1898,1.29012,110.484,0.894724,65.9191,6.65817e-05,test
1563,15.4026,147.196,106.187,250.632,291.041,7.9181,138.532,21.424,0.267106,10.4775,0.00908867,train
1564,16.5281,110.778,237.186,91.3476,284.578,4.95489,110.433,171.416,0.724595,20.1506,0.00159137,test
1565,9.99614,38.9904,284.311,286.236,242.274,17.21,68.7388,182.024,0.818938,13.5962,0.00251596,train
1566,14.9772,60.7716,25.1302,46.1742,176.308,29.2428,12.8592,96.0867,0.623815,10.7486,0.0068798,train
1567,14.1938,124.958,17.1127,233.782,135.76,10.6984,21.0114,10.7864,0.125415,4.54186,0.0484765,test
1568,10.316,50.1031,120.513,13.6105,101.403,37.6476,1.42431,97.724,0.961368,19.6382,0.000291268,train
1569,13.0074,126.052,23.1924,270.529,250.437,7.64638,44.8142,7.86031,0.129128,5.13454,0.0379312,test
1570,13.1137,76.9908,33.9693,21.9058,187.867,34.475,7.99089,124.613,0.71913,17.6072,0.00211416,train
1571,6.7986,73.642,99.1896,15.6807,200.925,37.5518,3.52315,165.624,0.854635,37.884,0.000268694,train
1572,4.8077,94.8151,334.281,423.863,141.893,3.10486,27.2488,15.3636,0.319401,25.5157,0.00152402,train
1573,19.57,136.088,156.721,124.386,73.3931,32.6538,23.1485,45.843,0.527037,15.1869,0.00388307,train
1574,6.77801,134.723,219.59,339.163,121.336,24.31,23.1974,27.47,0.242674,19.5367,0.00261721,train
1575,4.02138,86.5078,262.344,11.3187,256.832,8.24362,2.80957,220.92,0.903156,78.6179,4.33752e-05,train
1576,11.1387,102.964,208.259,418.942,252.933,12.203,130.415,40.2489,0.34945,13.2705,0.00560174,train
1577,7.90718,78.9384,131.749,314.968,231.759,5.14229,50.6206,32.2867,0.352831,14.4423,0.00472588,test
1578,17.5519,14.5867,126.636,12.9563,86.1679,28.1367,0.784493,85.9381,0.997245,4.31233,0.000448936,train
1579,4.88964,21.0822,81.3657,38.5262,141.632,26.1143,1.43392,131.361,0.940368,17.1584,0.000578803,train
1580,17.4161,140.369,82.935,18.2694,265.892,29.432,25.7095,179.322,0.751574,24.9815,0.000959131,train
1581,18.9665,57.7114,250.964,8.04219,177.331,1.10366,5.22816,175.047,0.991309,13.0567,0.000151947,train
1582,8.36879,22.3967,226.028,46.5454,295.988,13.3967,8.30602,287.907,0.98079,11.48,0.000430842,train
1583,16.9607,97.1666,65.0362,12.6268,128.446,1.21122,7.53394,103.465,0.867885,20.7561,0.000823231,train
1584,17.9364,90.4544,28.8418,9.34812,57.1903,14.4889,1.76739,46.2877,0.827634,17.5229,0.00145337,train
1585,7.81605,29.4403,52.2553,39.2374,260.979,11.1529,6.72807,220.289,0.890358,14.305,0.00146723,test
1586,12.8341,10.8446,37.4939,433.93,205.189,31.4635,34.8799,159.742,0.816589,3.5766,0.0371335,train
1587,14.237,25.5556,35.5838,11.5083,86.4581,17.3808,1.00947,83.9186,0.975136,7.97668,0.00115111,train
1588,19.4681,113.533,127.322,25.4546,189.211,14.7521,27.1385,148.809,0.843918,20.53,0.000973027,train
1589,15.7629,73.9515,57.1439,6.33562,83.2858,7.42743,1.75511,77.2571,0.946741,18.7132,0.000436914,train
1590,19.0422,101.196,17.4279,30.5372,121.937,26.2719,8.80229,51.0053,0.475353,10.58,0.00834147,train
1591,19.6286,57.0924,125.391,7.533,63.403,6.69654,1.60802,62.1025,0.984611,12.4401,0.000294802,train
1592,9.76949,14.7214,37.5733,29.0167,108.849,7.49499,1.50301,104.396,0.970147,6.81771,0.00188617,test
1593,7.65563,109.914,50.8471,119.587,132.719,17.0213,9.48523,21.6201,0.254894,14.8933,0.00450129,train
1594,13.2662,140.074,84.3545,25.3137,139.763,2.12958,13.3921,68.2157,0.643208,27.8091,0.000995256,train
1595,17.7235,113.908,54.0303,24.107,214.835,17.2485,21.9317,127.62,0.698788,18.663,0.00197695,train
1596,9.55897,133.752,33.5083,19.4097,224.081,31.911,6.99007,77.4381,0.45838,26.1135,0.00138426,train
1597,10.8462,120.09,21.8976,397.357,115.413,22.006,15.4599,22.0142,0.0995435,4.50815,0.0492043,test
1598,6.44693,94.554,387.092,304.298,51.4896,10.6326,11.0803,20.2718,0.457577,27.3018,0.001267,train
1599,4.46462,126.494,17.3839,366.714,165.185,6.48189,5.93772,6.4819,0.0570014,6.517,0.0235453,train
1600,13.5287,60.6373,296.968,14.305,209.894,36.8175,6.60853,204.976,0.980989,18.5687,0.000162919,train
1601,19.3686,131.875,71.6186,30.8726,71.0571,21.0322,8.55678,46.66,0.666008,18.8045,0.00208731,test
1602,17.0679,53.3004,381.741,73.3353,197.351,23.4582,37.5172,185.204,0.953082,12.8584,0.000819717,train
1603,14.2836,56.0103,276.42,5.45564,144.187,6.37188,1.99715,142.85,0.993512,16.577,7.0478e-05,train
1604,14.3619,102.634,18.75,18.5194,216.106,7.53125,9.90584,77.2359,0.53508,15.8304,0.00354631,test
1605,2.0159,126.606,45.8057,162.837,270.099,28.6181,2.96511,28.6292,0.0936718,23.6254,0.0017916,train
1606,14.0044,75.7594,201.957,91.6295,81.6826,16.4627,16.5697,61.9338,0.795114,18.0004,0.00158847,train
1607,9.90513,68.5227,16.1378,30.4067,275.433,9.15869,8.7773,82.9873,0.490683,14.0686,0.00466578,train
1608,7.92692,39.8064,66.0881,12.3576,167.261,1.79675,2.01823,154.534,0.948476,20.0002,0.000370557,test
1609,2.51928,57.8804,96.6276,16.5793,261.274,16.668,1.45229,179.345,0.773323,71.8417,0.000108064,train
1610,9.01034,21.7633,60.4209,16.6357,264.591,27.9634,2.61495,256.559,0.977163,10.418,0.000620205,train
1611,15.8037,114.156,159.765,15.7991,175.398,29.0167,12.1762,153.124,0.897864,26.8403,0.000390704,train
1612,7.45446,20.6174,180.336,23.9079,146.167,27.6053,1.47472,144.081,0.988192,11.9207,0.000247067,train
1613,16.851,122.217,49.4459,211.858,119.943,31.5941,31.0511,34.7534,0.247857,7.43851,0.0180502,train
1614,8.75211,90.9432,335.379,29.5715,220.572,5.95893,14.5898,187.866,0.897764,38.2124,0.000192926,train
1615,10.3676,79.359,367.757,9.66714,53.568,36.2526,0.436928,52.9952,0.977899,30.9192,6.81328e-05,train
1616,12.4619,17.2079,259.265,36.4765,201.048,28.1119,4.98825,199.485,0.993851,6.48325,0.000438321,train
1617,10.282,136.819,319.158,11.4294,111.703,11.4347,4.73979,99.515,0.918578,49.8112,9.20527e-05,train
1618,8.21186,38.9133,276.847,12.4327,261.383,37.1071,2.91137,257.338,0.987942,19.714,9.21952e-05,train
1619,5.20975,88.5863,157.673,142.551,107.14,39.7289,5.86577,52.2513,0.414906,28.6351,0.00117753,train
1620,18.1874,68.6413,84.4149,27.3219,289.75,2.83885,29.1656,242.748,0.889716,14.3213,0.00147164,train
1621,2.22627,125.684,58.1848,384.57,59.7372,15.4418,1.09329,15.4419,0.0726904,16.4876,0.0036786,train
1622,14.8487,130.533,253.883,22.9908,72.8745,16.9149,7.05241,62.4926,0.875336,31.6552,0.000336162,test
1623,19.8747,83.7544,44.9947,75.0831,256.489,13.2078,57.599,105.723,0.569218,10.1642,0.00829128,train
1624,10.1881,64.3301,32.3844,159.027,206.18,12.0927,22.3728,32.7483,0.338633,8.89144,0.0125075,train
1625,17.8994,107.283,105.34,50.0186,165.266,18.8136,32.7174,103.11,0.710697,17.7495,0.00212479,train
1626,4.08987,29.4062,169.978,81.2507,95.9433,24.8627,1.9802,82.9325,0.876974,26.0988,0.000488747,test
1627,11.5982,57.2455,315.849,458.491,143.395,22.4486,78.8406,81.547,0.648763,13.4572,0.00420902,train
1628,15.0665,84.1593,305.595,134.896,66.122,37.7838,12.3789,56.8405,0.778096,18.1635,0.00166266,train
1629,12.4366,19.1204,129.831,24.1561,155.908,34.8481,2.51519,154.175,0.990284,7.08027,0.000578482,train
1630,4.28565,111.54,107.508,173.626,105.337,36.0169,4.17247,37.7684,0.22865,24.0324,0.00173033,train
1631,15.4638,70.6778,171.484,37.9222,67.272,29.166,4.74123,61.94,0.905994,17.4695,0.000854922,train
1632,18.4835,23.0505,341.768,442.69,269.857,1.47132,178.38,244.134,0.934377,5.59537,0.00598541,train
1633,2.02752,78.8175,20.7037,52.5983,271.737,23.9161,1.17274,25.7211,0.178062,27.866,0.00128774,train
1634,7.80695,45.3975,340.85,49.5254,157.918,32.7456,6.82369,148.168,0.947848,22.9948,0.000283587,test
1635,12.052,61.731,113.126,38.0001,83.6483,32.7605,4.11803,73.7236,0.868723,18.6673,0.00101209,train
1636,4.78799,14.9459,281.61,7.79352,253.917,5.0528,0.470014,253.173,0.997997,13.4592,3.31267e-05,train
1637,7.24456,122.551,85.0325,231.51,110.375,37.6113,9.88719,38.7859,0.207366,14.2389,0.00493101,train
1638,6.36611,55.9601,90.0909,36.8871,188.797,20.4128,5.63328,136.005,0.787958,28.4936,0.000651639,train
1639,15.6345,42.3931,63.3494,14.0675,174.227,33.029,4.34249,166.101,0.961307,11.3877,0.000867958,train
1640,2.93672,100.321,86.2284,40.0989,65.7473,10.8524,0.797022,19.4309,0.388358,53.4553,0.000341417,train
1641,3.67583,10.301,162.825,5.24906,262.276,4.08146,0.175342,261.711,0.998531,12.1915,2.96248e-05,test
1642,3.49046,117.226,41.8516,14.7578,73.2515,7.97708,0.516445,20.029,0.413983,56.028,0.000307703,train
1643,19.1491,13.3413,289.494,203.749,151.978,6.27532,31.8738,148.766,0.984483,3.72807,0.00336933,test
1644,12.3109,88.1022,38.0331,5.0389,248.86,15.3871,3.71566,212.56,0.895625,26.5336,0.000407758,test
1645,17.6091,31.9476,246.356,282.916,120.68,13.1385,55.0119,104.707,0.899155,7.42439,0.00505556,train
1646,11.3483,101.655,17.7629,61.673,257.195,10.289,15.4979,23.1049,0.273201,10.0622,0.00985036,train
1647,9.43287,106.614,19.5612,20.7187,53.2513,30.6906,0.640841,35.1335,0.424545,19.6181,0.00249777,train
1648,9.28804,122.963,394.187,20.0422,58.2513,7.74101,3.328,50.6642,0.899262,48.52,0.000118061,train
1649,14.3227,61.5554,102.429,305.441,186.1,25.417,73.0428,73.5925,0.507791,9.23722,0.0106775,train
1650,3.65483,105.323,20.7558,9.07375,233.704,9.32048,1.04845,52.8474,0.422162,49.0849,0.000399442,test
1651,8.36222,44.3403,144.514,36.2602,89.0359,39.2146,2.03132,83.2305,0.921838,20.4739,0.000524544,train
1652,3.82605,71.4173,150.324,231.978,112.533,12.2916,6.91732,23.2211,0.341949,25.8733,0.00147608,train
1653,4.55215,19.2452,18.6944,73.9905,59.9413,28.1005,0.476652,45.6937,0.694068,12.4314,0.00450422,train
1654,15.6678,57.5623,27.4019,147.453,155.713,14.0999,27.1556,43.0837,0.429752,6.74526,0.0210775,test
1655,11.1701,111.384,90.0452,7.42363,73.6349,29.2828,1.17251,66.2877,0.888801,36.3398,0.000230225,train
1656,14.7691,78.5018,349.766,23.5243,110.82,19.436,7.87791,105.482,0.960906,21.3909,0.000248332,test
1657,12.2336,149.719,252.805,132.51,239.154,27.3022,79.4496,83.6538,0.482003,24.0777,0.00160308,train
1658,8.15876,32.8256,81.6492,144.427,287.597,26.9462,25.3154,192.723,0.752506,12.8629,0.00360795,train
1659,16.2624,99.3013,47.4967,37.6458,158.915,17.7666,17.3892,81.0097,0.619682,15.7553,0.00322239,train
1660,9.14661,106.289,60.1884,8.42554,196.439,38.9301,3.36694,152.832,0.813189,38.6119,0.0003201,train
1661,17.0906,94.1664,62.4862,53.6613,145.109,1.17133,25.8706,68.4721,0.633719,14.6005,0.00366923,train
1662,19.1283,75.6465,75.2788,303.426,89.7338,29.0031,37.4352,40.7558,0.420322,7.06929,0.0192751,train
1663,17.1246,40.4739,115.697,14.0202,241.505,35.6556,6.82059,235.856,0.981536,10.261,0.000518793,test
1664,4.45693,84.0917,56.4584,317.694,252.031,34.691,13.6043,35.7137,0.165148,12.6289,0.00626983,train
1665,9.53694,23.3759,57.4634,20.964,139.57,9.23697,2.04028,133.276,0.967499,10.4532,0.000869827,train
1666,12.0925,136.765,376.822,5.43883,293.09,20.0693,7.64924,280.837,0.97002,44.8535,4.3634e-05,train
1667,11.5069,126.727,346.909,97.3709,187.191,30.425,47.8497,111.362,0.669069,30.1433,0.000807445,train
1668,4.93714,88.8219,149.464,299.021,111.189,15.8829,10.9637,20.9616,0.27542,20.0953,0.00246933,train
1669,3.25412,44.5414,65.676,359.117,291.092,24.2266,11.9364,37.2022,0.268619,14.9757,0.0044484,train
1670,5.61627,110.882,33.7228,6.55082,85.4189,35.2504,0.427401,60.256,0.656426,52.4957,0.000272747,test
1671,3.20883,142.623,84.5347,58.2708,82.8586,36.8129,0.922314,38.188,0.237748,42.5065,0.000552972,train
1672,16.3293,129.213,68.5657,21.1201,123.914,16.0872,11.0331,77.7885,0.708503,23.1339,0.00125747,train
1673,10.1604,47.0228,247.786,46.2632,178.636,38.1185,9.70726,166.869,0.943871,18.4169,0.000474253,test
1674,19.156,67.2523,18.6116,102.894,194.243,6.4781,33.7133,39.1051,0.402493,6.05473,0.026476,train
1675,14.4274,129.382,136.407,20.0049,269.295,12.9157,25.1559,198.527,0.813705,30.0022,0.000528969,train
1676,14.6591,15.5876,56.5296,13.9207,202.035,16.8888,2.26652,199.835,0.991836,5.21045,0.000902475,train
1677,8.70147,70.9573,19.3765,330.203,74.9792,6.37971,6.99609,6.59516,0.15449,5.19372,0.0370713,train
1678,6.3555,145.695,336.502,9.69213,130.397,21.1218,2.76172,111.949,0.886708,82.1954,4.57637e-05,test
1679,4.76576,119.578,65.3233,303.935,76.9002,25.7944,3.72145,25.8485,0.132502,13.431,0.00554352,train
1680,11.6401,73.0501,247.262,247.006,184.606,21.1691,70.6703,96.7654,0.630211,16.4503,0.00290703,train
1681,12.821,39.1786,141.677,15.5872,127.693,39.0733,2.31084,125.044,0.979949,12.9581,0.000352638,train
1682,2.07602,40.9043,125.907,5.11489,121.471,37.404,0.111233,116.126,0.957512,76.4218,2.10843e-05,train
1683,14.6233,135.287,34.5541,7.82774,52.53,8.50101,1.60556,35.0324,0.72983,27.7379,0.000828173,train
1684,19.1676,19.9023,20.5841,42.5128,163.721,5.10089,9.23746,145.614,0.921216,4.74733,0.00989684,train
1685,14.9242,65.6041,31.8925,134.674,213.195,3.77806,38.5732,44.3396,0.420723,7.81839,0.0157553,train
1686,10.9016,95.1501,64.1879,85.4197,177.678,17.4658,20.6572,53.899,0.4503,16.1713,0.00362691,train
1687,8.35677,135.876,274.122,12.5919,130.787,0.955449,5.21365,107.672,0.880468,58.144,9.59677e-05,train
1688,8.86687,48.1181,16.5157,123.22,147.587,39.9557,6.33113,51.6187,0.340465,7.73091,0.0165384,train
1689,4.05662,81.3441,149.173,78.766,299.103,32.7825,11.1822,112.288,0.507881,41.2443,0.000535493,test
1690,8.01158,64.3185,65.7915,195.141,226.581,0.648367,28.4882,35.7402,0.387093,12.8177,0.0059407,train
1691,14.5394,90.4395,41.4734,80.6789,255.562,22.8587,36.1268,75.1668,0.447816,11.59,0.00707094,train
1692,14.866,99.1693,260.115,177.797,275.281,22.5318,136.856,140.676,0.6338,17.5458,0.00254034,test
1693,9.60383,135.479,121.314,24.9925,69.4495,16.316,3.70132,43.8144,0.67001,38.4768,0.000494635,test
1694,3.70396,56.653,69.4529,203.368,131.67,28.6596,4.32164,36.7437,0.307897,19.1453,0.00271143,train
1695,19.9897,123.901,21.492,6.41958,117.706,27.48,3.57641,86.1492,0.762789,19.6745,0.00149272,train
1696,10.7167,32.1096,375.393,9.02028,203.733,11.8779,2.01965,202.703,0.996399,12.9382,6.43775e-05,train
1697,13.3924,28.8331,111.608,147.994,104.542,15.8284,15.6899,89.1724,0.882623,8.48358,0.00443962,train
1698,15.1593,122.39,107.639,12.8158,161.364,9.46513,10.0723,129.98,0.861014,28.667,0.000451229,test
1699,2.63722,80.4907,66.4216,172.032,142.576,4.48167,3.1401,6.19025,0.196595,24.1977,0.0017076,train
1700,5.63977,130.483,24.56,151.758,162.982,7.5972,6.31118,7.64758,0.11453,10.7136,0.00871215,test
1701,3.27286,97.5215,59.8054,8.2558,69.5255,34.5565,0.195571,52.6488,0.669968,80.5221,0.00011295,train
1702,9.41424,46.211,364.692,416.925,191.07,7.20403,81.2274,120.179,0.737715,15.2224,0.00269065,train
1703,12.3854,66.921,263.557,327.463,50.8332,10.6432,22.6472,29.3205,0.631642,14.2833,0.00384712,test
1704,6.22784,94.771,218.964,38.0849,209.029,26.1256,9.91734,143.039,0.755409,46.7366,0.000270805,train
1705,9.51366,98.1789,28.0063,74.7599,95.6764,4.62747,6.05827,10.9087,0.296138,12.5205,0.00634894,train
1706,6.13131,79.3118,30.5039,25.1298,220.151,31.8457,3.75078,88.3505,0.508999,26.8457,0.00126278,train
1707,4.83134,54.2759,257.032,103.809,170.015,37.6981,8.75209,122.517,0.75662,34.7565,0.000487815,train
1708,12.7314,45.7829,76.7882,404.544,262.168,13.6324,95.2393,80.7141,0.483662,7.44074,0.0167683,train
1709,8.34494,86.3232,46.2301,91.7476,265.756,28.4056,18.3521,59.3937,0.363605,15.4087,0.00414032,train
1710,6.09499,132.252,32.7599,6.86829,283.559,14.1488,2.76955,121.694,0.584313,51.2993,0.000319462,test
1711,5.24572,58.5888,102.816,7.83656,277.471,28.8166,1.80014,253.633,0.935836,42.7448,9.99559e-05,train
1712,12.447,25.8834,19.7019,159.655,182.591,18.2411,18.129,90.228,0.60937,5.67809,0.0252161,train
1713,12.6684,116.935,138.77,38.7812,64.5898,24.357,5.35726,47.9389,0.718322,27.2399,0.000885091,test
1714,3.48423,67.1927,85.5469,120.454,101.183,36.3513,2.10831,44.7227,0.36237,28.3153,0.00122649,train
1715,14.5203,108.713,153.365,135.768,238.023,31.015,77.3263,100.672,0.536873,16.6151,0.00321356,train
1716,14.478,38.5571,133.222,56.0676,244.589,36.1729,20.99,224.89,0.936353,10.911,0.0015233,train
1717,11.5685,82.8819,41.9572,28.5547,189.107,32.4703,9.17395,110.944,0.657966,19.5138,0.00196828,train
1718,10.3131,59.1488,27.7912,21.0865,135.504,36.0505,3.11023,97.6895,0.741571,17.7541,0.00195626,train
1719,7.96497,74.1427,28.7042,12.8496,236.569,14.6349,3.87847,143.316,0.713893,27.2953,0.00089139,test
1720,9.86216,76.1165,298.543,10.7505,197.017,3.35325,4.92194,188.609,0.970984,30.9473,8.8784e-05,train
1721,13.1102,147.822,21.3505,38.999,257.844,6.0824,17.1026,20.3303,0.279895,12.9036,0.00598681,train
1722,17.9155,100.169,29.9748,15.9845,78.5147,10.9764,4.53868,50.1536,0.713789,16.6775,0.00238843,train
1723,13.7503,77.5257,38.6953,22.9968,214.261,28.5576,11.0477,143.147,0.739665,17.4209,0.00204297,train
1724,12.6995,114.037,33.1859,7.40671,148.068,37.7205,2.9334,110.198,0.767496,28.3348,0.000708597,test
1725,13.9174,34.9631,261.219,333.735,255.359,37.4728,104.059,207.558,0.851391,9.40682,0.00444522,train
1726,8.28923,37.121,33.6823,30.917,166.083,21.6271,3.74524,127.949,0.821618,15.5392,0.00190217,train
1727,11.5922,53.4244,32.902,283.995,95.8874,25.4978,13.2829,32.0684,0.323948,6.29578,0.0250147,test
1728,12.7458,105.647,230.779,319.104,203.566,12.3616,114.791,51.645,0.43172,14.7454,0.00440596,train
1729,8.71393,85.1869,86.0402,13.1322,151.003,19.6321,3.51996,122.322,0.853094,34.2123,0.000332499,train
1730,6.71644,99.4092,61.5019,5.62306,272.97,21.1138,2.56227,216.162,0.84822,51.0658,0.000153519,test
1731,7.77046,146.376,45.9228,240.735,116.532,0.375839,13.1407,0.481039,0.12979,9.90948,0.0101835,train
1732,16.9184,124.052,20.3909,111.985,209.57,21.394,31.0768,25.1317,0.216292,6.56001,0.0232286,train
1733,15.5423,43.1127,115.396,31.9957,101.555,32.0435,4.85169,96.4494,0.950599,11.4981,0.00107735,train
1734,5.40117,93.9406,82.2978,55.4028,181.919,7.08074,7.15525,48.167,0.456843,32.2397,0.000909015,train
1735,15.4507,115.676,220.642,57.3376,236.396,3.30733,59.5774,156.687,0.768275,23.7758,0.00100378,train
1736,8.32926,74.8764,270.251,60.4012,158.486,10.7138,14.9359,121.426,0.830962,30.7109,0.000465397,train
1737,5.47918,119.495,182.216,6.79813,247.42,6.80194,3.01368,206.387,0.885556,78.1374,5.11044e-05,train
1738,11.3283,117.53,45.3318,94.0536,95.3017,33.182,7.65948,37.9682,0.306049,13.007,0.00587593,test
1739,2.03479,111.066,86.6275,6.18912,112.096,0.00182361,0.324577,55.7923,0.655953,143.872,3.6344e-05,train
1740,10.5025,138.567,303.255,387.245,67.1785,15.3647,29.9012,19.9676,0.319891,17.202,0.00335283,train
1741,16.0328,37.3435,158.194,33.6479,108.926,37.6858,4.84713,105.841,0.970837,10.0159,0.000852545,train
1742,2.68466,54.8577,46.0631,24.842,296.845,26.1844,1.83584,133.749,0.582995,48.2341,0.000361963,train
1743,9.41883,67.6257,17.4064,295.296,193.219,22.2842,17.5963,23.2001,0.168349,5.00324,0.0399471,train
1744,10.4756,149.611,326.717,6.32667,239.241,23.501,6.47254,221.996,0.946544,55.0203,5.07133e-05,test
1745,2.98634,125.604,343.033,27.7915,182.034,35.5491,3.17454,108.841,0.657826,111.329,6.04859e-05,train
